L1,L2,L3,L4,R1,R2,R3,R4
15352.4,18818.5,16221.8,10080.4,13833.9,23543.5,7323.5,4661.4
15265.1,18825.9,16124.7,10054.7,13927.4,23634.8,7305.2,4661.4
15173,18835,16045.1,10040.9,13983,23706.1,7305.2,4690.7
15063.2,18824.9,15999.2,10049.4,14005.8,23744.7,7338.2,4754.9
14925.8,18791.5,15999.2,10057.8,14002.2,23744.7,7392.5,4842.3
14766.8,18731.8,16000.1,10113.4,13974.8,23742.3,7458.4,4939
14629.3,18647.4,16018.6,10183.3,13923.6,23702.7,7535,5040.3
14522.5,18501.2,16039.9,10232.3,13858.4,23564,7625.2,5154.3
14416.7,18414.7,16096.5,10271,13775.6,23473.2,7722.2,5275.9
14302.3,18320.7,16134.8,10317.9,13684.8,23354.7,7832.4,5410.8
14188.1,18213.2,16197,10369.9,13580.2,23227.3,7954.4,5565.9
14065.2,18098.5,16269,10425,13465.8,23113.3,8081.3,5734.2
13938.3,17989.1,16327.1,10570.1,13352.1,23030.5,8194.4,5891.2
13816.6,17888.6,16360.4,10626.6,13254.3,22974.3,8294.8,6038.1
13816.6,17888.6,16360.4,10626.6,13254.3,22974.3,8294.8,6038.1
13644.1,17750.3,16373.1,10670.5,13045.2,22948.6,8476.4,6324
13576.5,17693.7,16356.4,10681.6,13022.6,22970.7,8548.9,6452.9
13508.9,17629.8,16325.3,10683.6,13013.9,22993.2,8615.6,6677.6
13428.1,17547.5,16296.6,10679.8,13005.5,23021.6,8682.6,6765
13360.9,17490.2,16261.2,10665.9,13010.6,23072.2,8742.4,6844
13290.8,17431.3,16202.9,10624.6,13032.1,23148.3,8791.1,6926.5
13249.5,17377.8,15997.8,10534,13070.7,23364,8840.3,7013.1
13243.5,17335.7,15894.3,10429.9,13124.7,23486.9,8916.6,7098.5
13229.9,17285,15801.2,10339.4,13188.3,23614.9,8945,7184.6
13229.9,17285,15801.2,10339.4,13188.3,23614.9,8945,7184.6
13136,17080.9,15638.3,10185.8,13392.4,23856.6,8952.5,7328.5
13098.4,17045,15571.4,10115.7,13457.3,23960.2,8918.7,7359.2
13089.9,17029.4,15518.8,10063.6,13520.2,24047.1,8876.7,7364.9
13089.9,17029.4,15518.8,10063.6,13520.2,24047.1,8876.7,7364.9
13103,17010,15385.9,9922.5,13650.2,24261,8830.7,7352.5
13108.1,17012.3,15344,9873.5,13703.9,24304.9,8819.6,7352.5
13108.1,17012.3,15344,9873.5,13703.9,24304.9,8819.6,7352.5
13130.1,17001.9,15301.7,9824.1,13807.3,24350.9,8774.3,7306.3
13131.2,17003.7,15330,9829.7,13853.7,24336.8,8758.3,7256.5
13131.2,17003.7,15330,9829.7,13853.7,24336.8,8758.3,7256.5
13182.1,17014.4,15358.1,9840.3,13918.3,24296.7,8735.4,7111.3
13211.2,17015.1,15378.2,9840.9,13945.8,24281.7,8720.2,7066.4
13211.2,17015.1,15378.2,9840.9,13945.8,24281.7,8720.2,7066.4
13238.4,17012.9,15396.2,9840.3,13983.6,24264.9,8698.5,7022.7
13311.1,17048.9,15407.6,9815.2,14031.7,24251.9,8634.5,6892.7
13391.7,17109.9,15393.5,9776.8,14073.9,24265.1,8568.1,6794.1
13391.7,17109.9,15393.5,9776.8,14073.9,24265.1,8568.1,6794.1
13599.8,17207.3,15418.8,9719.3,14112.2,24161.5,8430.7,6651.9
13609.2,17235.5,15472.3,9755.2,14097.2,24095.1,8415.3,6613.2
13609.2,17235.5,15472.3,9755.2,14097.2,24095.1,8415.3,6613.2
13600.4,17139.3,15659,9912,14010.1,23933.6,8440,6568.3
13587.4,17081,15870.7,10004.9,13959.6,23856.4,8462.6,6557
13587.4,17081,15870.7,10004.9,13959.6,23856.4,8462.6,6557
13570.5,17005.6,15964.9,10091.6,13898.1,23769,8493.2,6558.3
13539.6,16937.8,16067.6,10164.7,13777.8,23707,8528.7,6576.6
13514.4,16867.1,16160,10244.8,13716.3,23651.5,8558.6,6612.3
13488.6,16799.6,16221.7,10290.1,13672.3,23642.1,8577.1,6640.5
13463.6,16739.2,16269.8,10327.5,13650.6,23641.3,8587.4,6653.6
13436.3,16689.1,16308.7,10356.3,13639.2,23643.1,8586.2,6671.7
13414.4,16651.7,16349.9,10385.4,13627.5,23639.7,8582.1,6671.7
13395.9,16602.3,16470.2,10461.2,13581.7,23549.1,8579.9,6666.6
13395.9,16602.3,16470.2,10461.2,13581.7,23549.1,8579.9,6666.6
13367.5,16554,16560.7,10524.5,13526.7,23395.1,8593.5,6684.3
13331.6,16475.6,16672.5,10606.6,13465.8,23332.3,8632.4,6718.4
13308.2,16410.2,16809.7,10667.9,13410.8,23270,8670.9,6748.6
13276.7,16354.1,16853.3,10705.2,13307.3,23209.6,8717,6794.4
13232.8,16296,16898.5,10746.9,13268.3,23155.3,8846.3,6857.4
13191.4,16237.2,16935.1,10783.6,13222,23098.9,8925.6,6929.5
13160.8,16115.5,16971.8,10830.6,13166.7,23028.8,9004.4,7010.6
13153.9,16098.9,16989.4,10852.6,13123,22912.3,9056.9,7070.2
13153.9,16098.9,16989.4,10852.6,13123,22912.3,9056.9,7070.2
13166.6,16109,16959.9,10847.8,13068.3,22856.6,9107.9,7140.1
13208.6,16143.7,16938.1,10814.4,13048.5,22832.6,9112.9,7148.6
13258.3,16176.2,16923.9,10769.2,13032.9,22812.8,9115.8,7154.9
13304.1,16205.8,16908.1,10736.4,13017.5,22802.8,9115.8,7157.9
13350.6,16227.9,16898.8,10704.5,13002.1,22794,9117.6,7158.7
13396.8,16253.2,16893.6,10646.6,12993.5,22792.5,9119.2,7160.3
13459.8,16288.6,16844.1,10597,12986.1,22777.5,9113.3,7147.8
13537.9,16341.2,16825.7,10547.2,12963.1,22734.8,9101,7126.7
13537.9,16341.2,16825.7,10547.2,12963.1,22734.8,9101,7126.7
13731.4,16476.3,16813.3,10477.3,12923.5,22690.6,9083.2,7076
13798.1,16525.3,16830.8,10473.4,12910.8,22677.1,9062.4,7041.7
13798.1,16525.3,16830.8,10473.4,12910.8,22677.1,9062.4,7041.7
13867.4,16605.5,16850.6,10489,12889.2,22675.9,9004.7,6956.9
13916.2,16657.2,16850.6,10478.3,12895.4,22682.1,8965.8,6907.4
13950.7,16677.5,16853.8,10470.8,12895.6,22674.1,8922.3,6885.7
13960.6,16681.3,16860.4,10461.7,12898.2,22655.5,8922.3,6885
13960.6,16681.3,16860.4,10461.7,12898.2,22655.5,8922.3,6885
13950.2,16620.2,16880.1,10485.4,12877,22625,8952.8,6904.9
13907.5,16589.5,16898.2,10514.2,12871.6,22598.7,8979.7,6937.2
13868.5,16570.1,16920,10533.5,12866.1,22578.6,8996.3,6961.7
13849.2,16575.1,16920,10533.5,12863.7,22574.3,8999.7,6973.2
13855.5,16604.5,16903.3,10533.4,12857.2,22571.3,8999.7,6974.2
13855.5,16604.5,16903.3,10533.4,12857.2,22571.3,8999.7,6974.2
13873.2,16637.4,16888,10512.3,12850.7,22579,8992.2,6967.5
13905.7,16683.5,16854.6,10510.7,12867.5,22679.9,8969.7,6951.2
13919.4,16697.9,16813.4,10486.8,12897.2,22741.2,8937.2,6935.1
13919.4,16697.9,16813.4,10486.8,12897.2,22741.2,8937.2,6935.1
13853.3,16691.4,16752.3,10453.5,12973.6,22935.7,8856,6876.9
13853.3,16691.4,16752.3,10453.5,12973.6,22935.7,8856,6876.9
13872.3,16719.9,16736.1,10457,13053.1,23012.9,8808.3,6825.5
13963,16849.3,16621.8,10381.3,13172.4,23193.2,8655.8,6690.4
14030.7,16934.6,16491.6,10308.9,13232.5,23287.7,8565,6607.7
14030.7,16934.6,16491.6,10308.9,13232.5,23287.7,8565,6607.7
14084.9,17033.9,16430.8,10250.1,13291.2,23378.3,8465.6,6515.5
14131.2,17228.7,16390.7,10202.3,13342.1,23450.2,8365.2,6419.1
14161.5,17295.9,16376.2,10179.1,13375.1,23523.1,8206.2,6331.9
